bin,Sample,Museum,Species,Sex,Age,Year,Country,Region,Oral.health,GenomeBin,Specific lineage dataset,%Complete (specific),%Complete and single-copy (specific),%Complete and duplicated (specific),%Fragmented (specific),%Missing (specific),Total number (specific),Assembly,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,GC (%),N50,N75,L50,L75,# N's per 100 kbp,# predicted rRNA genes,Unnamed: 32,min,q1,mean,median,q3,max,bin_type,bin_path,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,classification,closest_genome_reference,closest_genome_reference_radius,closest_genome_taxonomy,closest_genome_ani,closest_genome_af,closest_placement_reference,closest_placement_radius,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,other_related_references(genome_id;species_name;radius;ANI;AF),msa_percent,translation_table,red_value,warnings
MEGAHIT-MaxBin2Refined-MV_057.022.fa.gz,MV_057,NHM Vienna,Meles meles,male,,1991,Austria,,,MEGAHIT-MaxBin2Refined-MV_057.022.fa.gz,bacteria_odb10,91.9,91.9,0.0,4.0,4.1,124,MEGAHIT-MaxBin2Refined-MV_057.022.fa.gz,220,220,119,61,7,0,1700455,1700455,1425592,1010964,204149,0,220,36451,1700455,57.62,11438,6708,47,93,0.0,0 + 0 part,,0.0,0.08975,0.2267863636363636,0.139,0.21575,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-MV_057.022.fa.gz,o__Actinomycetales (UID1572),580,286,171,15,267,4,0,0,0,94.29,1.07,0.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Canibacter;s__,,,,,,GCF_003859945.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Canibacter;s__Canibacter sp003859945,87.57,0.578,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Canibacter;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,,90.8,11.0,0.99653,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MEGAHIT-MaxBin2Refined-MV_057.027_sub.fa.gz,MV_057,NHM Vienna,Meles meles,male,,1991,Austria,,,MEGAHIT-MaxBin2Refined-MV_057.027_sub.fa.gz,bacteria_odb10,72.5,66.9,5.6,6.5,21.0,124,MEGAHIT-MaxBin2Refined-MV_057.027_sub.fa.gz,583,583,141,36,1,0,2248015,2248015,1222407,512173,26515,0,583,26515,2248015,43.26,5372,2998,123,261,0.0,1 + 0 part,,0.0,0.1085,0.3306706689536878,0.199,0.442,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-MV_057.027_sub.fa.gz,k__Bacteria (UID203),5449,104,58,9,81,13,1,0,0,86.91,5.19,0.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__JAAZPT01;s__,,,,,,,,,,,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__JAAZPT01;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,71.88,11.0,0.95265,Genome has more than 10.0% of markers with multiple hits
MEGAHIT-MaxBin2Refined-MV_057.029.fa.gz,MV_057,NHM Vienna,Meles meles,male,,1991,Austria,,,MEGAHIT-MaxBin2Refined-MV_057.029.fa.gz,bacteria_odb10,79.0,79.0,0.0,12.9,8.1,124,MEGAHIT-MaxBin2Refined-MV_057.029.fa.gz,615,615,156,49,3,0,2472959,2472959,1459895,708383,79304,0,615,27462,2472959,48.9,6243,3114,116,255,0.0,0 + 0 part,,0.0,0.11,0.349060162601626,0.204,0.5285,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-MV_057.029.fa.gz,o__Clostridiales (UID1226),155,277,157,31,232,13,1,0,0,87.36,7.34,25.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,78.53,11.0,0.89626,
MEGAHIT-MetaBAT2Refined-MV_057.10_sub.fa.gz,MV_057,NHM Vienna,Meles meles,male,,1991,Austria,,,MEGAHIT-MetaBAT2Refined-MV_057.10_sub.fa.gz,bacteria_odb10,71.0,69.4,1.6,4.8,24.2,124,MEGAHIT-MetaBAT2Refined-MV_057.10_sub.fa.gz,522,522,57,2,0,0,1578720,1578720,377991,22738,0,0,522,11806,1578720,33.12,3268,2240,160,307,0.0,0 + 0 part,,0.0,0.098,0.3787739463601532,0.2115,0.6992499999999999,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_057.10_sub.fa.gz,o__Clostridiales (UID1120),304,250,143,62,185,3,0,0,0,74.84,1.75,0.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__JAUNKE01;s__,,,,,,,,,,,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__JAUNKE01;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,67.41,11.0,0.90797,
MEGAHIT-MetaBAT2Refined-MV_057.12.fa.gz,MV_057,NHM Vienna,Meles meles,male,,1991,Austria,,,MEGAHIT-MetaBAT2Refined-MV_057.12.fa.gz,bacteria_odb10,87.1,87.1,0.0,4.8,8.1,124,MEGAHIT-MetaBAT2Refined-MV_057.12.fa.gz,386,386,176,54,2,0,2261178,2261178,1626073,761005,51822,0,386,26140,2261178,58.49,7532,4561,96,191,0.0,0 + 0 part,,0.0,0.088,0.1375647668393782,0.1245,0.16175,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_057.12.fa.gz,k__Bacteria (UID1453),901,171,117,9,158,4,0,0,0,95.16,2.66,50.0,d__Bacteria;p__Actinomycetota;c__Nitriliruptoria;o__Euzebyales;f__Euzebyaceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Actinomycetota;c__Nitriliruptoria;o__Euzebyales;f__Euzebyaceae;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,82.11,11.0,0.79083,
MEGAHIT-MetaBAT2Refined-MV_057.19.fa.gz,MV_057,NHM Vienna,Meles meles,male,,1991,Austria,,,MEGAHIT-MetaBAT2Refined-MV_057.19.fa.gz,bacteria_odb10,63.7,62.1,1.6,15.3,21.0,124,MEGAHIT-MetaBAT2Refined-MV_057.19.fa.gz,403,403,151,46,0,0,2135066,2135066,1374467,623584,0,0,403,23829,2135066,51.45,6779,4166,100,201,0.0,0 + 0 part,,0.0,0.099,0.1478138957816377,0.138,0.1714999999999999,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_057.19.fa.gz,c__Betaproteobacteria (UID3888),323,387,234,69,290,27,1,0,0,83.72,5.68,26.67,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria zoodegmatis,GCF_900187305.1,95.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria zoodegmatis,96.34,0.821,,,,,,,ani_screen,classification based on ANI only,GCF_030504625.1; s__Neisseria sp030504625; 95.0; 89.64; 0.222; GCF_900637855.1; s__Neisseria animaloris; 95.0; 87.69; 0.193; GCF_022870885.1; s__Neisseria dumasiana; 95.0; 89.84; 0.495,,,,
MEGAHIT-MetaBAT2Refined-MV_057.1.fa.gz,MV_057,NHM Vienna,Meles meles,male,,1991,Austria,,,MEGAHIT-MetaBAT2Refined-MV_057.1.fa.gz,bacteria_odb10,77.4,75.8,1.6,3.2,19.4,124,MEGAHIT-MetaBAT2Refined-MV_057.1.fa.gz,459,459,127,17,1,0,1978185,1978185,1011294,245946,33046,0,459,33046,1978185,37.7,5041,3343,123,244,0.0,1 + 0 part,,0.0,0.1045,0.2398453159041394,0.16,0.2475,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_057.1.fa.gz,k__Bacteria (UID2569),434,278,186,51,224,3,0,0,0,85.45,1.61,0.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__F0058;s__F0058 sp000768855,GCA_000768855.1,95.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__F0058;s__F0058 sp000768855,98.7,0.811,,,,,,,ani_screen,classification based on ANI only,,,,,
MEGAHIT-MetaBAT2Refined-MV_057.21.fa.gz,MV_057,NHM Vienna,Meles meles,male,,1991,Austria,,,MEGAHIT-MetaBAT2Refined-MV_057.21.fa.gz,bacteria_odb10,79.8,75.8,4.0,11.3,8.9,124,MEGAHIT-MetaBAT2Refined-MV_057.21.fa.gz,407,407,189,60,1,0,2397338,2397338,1751978,870202,37450,0,407,37450,2397338,61.43,7386,4697,99,199,0.0,0 + 0 part,,0.007,0.118,0.1396167076167076,0.141,0.16,0.309,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_057.21.fa.gz,o__Burkholderiales (UID4000),193,427,214,39,357,30,1,0,0,87.86,8.51,42.42,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Brachymonas;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Brachymonas;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCA_030529505.1; s__Brachymonas sp030529505; 95.0; 87.81; 0.396; GCA_030529305.1; s__Brachymonas sp030529305; 95.0; 85.93; 0.34,77.86,11.0,0.98973,
MEGAHIT-MetaBAT2Refined-MV_057.23.fa.gz,MV_057,NHM Vienna,Meles meles,male,,1991,Austria,,,MEGAHIT-MetaBAT2Refined-MV_057.23.fa.gz,bacteria_odb10,81.4,79.8,1.6,0.8,17.8,124,MEGAHIT-MetaBAT2Refined-MV_057.23.fa.gz,394,394,196,82,6,0,2773416,2773416,2178576,1344090,171554,0,394,31131,2773416,34.73,9618,5761,87,178,0.0,1 + 0 part,,0.0,0.107,0.1582588832487309,0.141,0.175,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_057.23.fa.gz,p__Bacteroidetes (UID2605),350,316,210,28,279,9,0,0,0,95.53,2.44,33.33,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__,,,,,,GCF_000379185.1,95.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga cynodegmi,91.22,0.684,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_002302635.1; s__Capnocytophaga stomatis; 95.0; 85.05; 0.384; GCF_009684755.1; s__Capnocytophaga felis; 95.0; 84.45; 0.368,80.77,11.0,0.99323,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MEGAHIT-MetaBAT2Refined-MV_057.24.fa.gz,MV_057,NHM Vienna,Meles meles,male,,1991,Austria,,,MEGAHIT-MetaBAT2Refined-MV_057.24.fa.gz,bacteria_odb10,92.7,92.7,0.0,0.0,7.3,124,MEGAHIT-MetaBAT2Refined-MV_057.24.fa.gz,127,127,93,68,17,4,1792594,1792594,1679206,1499440,708084,265841,127,74641,1792594,38.0,19642,12407,26,55,0.0,0 + 0 part,,0.0,0.107,0.1446535433070866,0.133,0.1595,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_057.24.fa.gz,o__Lactobacillales (UID355),490,333,183,19,311,3,0,0,0,95.63,0.91,0.0,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,91.9,11.0,0.87441,
MEGAHIT-MetaBAT2Refined-MV_057.26.fa.gz,MV_057,NHM Vienna,Meles meles,male,,1991,Austria,,,MEGAHIT-MetaBAT2Refined-MV_057.26.fa.gz,bacteria_odb10,89.5,87.1,2.4,7.3,3.2,124,MEGAHIT-MetaBAT2Refined-MV_057.26.fa.gz,323,323,224,120,20,0,3298917,3298917,2980086,2204435,645822,0,323,43022,3298917,68.09,14173,8654,74,149,0.0,0 + 0 part,,0.025,0.103,0.1280804953560371,0.125,0.152,0.435,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_057.26.fa.gz,o__Actinomycetales (UID1697),387,327,191,14,305,8,0,0,0,93.54,1.4,37.5,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__Arachnia propionica_B,GCF_003932785.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__Arachnia propionica_B,98.14,0.87,,,,,,,ani_screen,classification based on ANI only,GCA_030532575.1; s__Arachnia sp030532575; 95.0; 82.58; 0.259; GCF_003859805.1; s__Arachnia propionica_C; 95.0; 84.42; 0.336,,,,
MEGAHIT-MetaBAT2Refined-MV_057.28_sub.fa.gz,MV_057,NHM Vienna,Meles meles,male,,1991,Austria,,,MEGAHIT-MetaBAT2Refined-MV_057.28_sub.fa.gz,bacteria_odb10,88.7,83.9,4.8,4.0,7.3,124,MEGAHIT-MetaBAT2Refined-MV_057.28_sub.fa.gz,209,209,176,111,19,4,2718602,2718602,2602966,2133167,704875,232357,209,68221,2718602,60.17,17311,10699,52,102,0.0,0 + 0 part,,0.072,0.141,0.1673157894736842,0.165,0.192,0.364,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_057.28_sub.fa.gz,o__Actinomycetales (UID1809),267,400,222,27,360,11,2,0,0,94.38,2.1,17.65,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__,,,,,,GCF_030532715.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp030532715,80.89,0.202,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_030408595.1; s__Corynebacterium canis; 95.0; 82.33; 0.261,84.43,11.0,0.98943,
MEGAHIT-MetaBAT2Refined-MV_057.5.fa.gz,MV_057,NHM Vienna,Meles meles,male,,1991,Austria,,,MEGAHIT-MetaBAT2Refined-MV_057.5.fa.gz,bacteria_odb10,62.9,62.9,0.0,10.5,26.6,124,MEGAHIT-MetaBAT2Refined-MV_057.5.fa.gz,474,474,124,14,0,0,1899463,1899463,872179,172495,0,0,474,19597,1899463,49.58,4768,3130,140,263,0.0,0 + 0 part,,0.0,0.09825,0.2794261603375527,0.167,0.30425,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_057.5.fa.gz,o__Bacteroidales (UID2621),198,427,260,120,298,9,0,0,0,70.73,2.56,66.67,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella forsythia_A,GCF_003860135.1,95.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella forsythia_A,98.18,0.908,,,,,,,ani_screen,classification based on ANI only,GCF_030528505.1; s__Tannerella sp030528505; 95.0; 92.29; 0.738; GCF_001006485.1; s__Tannerella forsythia; 95.0; 89.76; 0.601,,,,
MEGAHIT-MetaBAT2Refined-MV_057.7.fa.gz,MV_057,NHM Vienna,Meles meles,male,,1991,Austria,,,MEGAHIT-MetaBAT2Refined-MV_057.7.fa.gz,bacteria_odb10,68.5,66.9,1.6,7.3,24.2,124,MEGAHIT-MetaBAT2Refined-MV_057.7.fa.gz,259,259,186,122,24,2,3032369,3032369,2781672,2297541,800051,116703,259,65277,3032369,52.5,16119,10057,61,120,0.0,0 + 1 part,,0.0,0.0885,0.1622316602316602,0.135,0.198,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_057.7.fa.gz,o__Actinomycetales (UID1812),229,457,227,66,381,10,0,0,0,90.97,3.23,50.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium mustelae,GCF_001020985.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium mustelae,95.53,0.91,,,,,,,ani_screen,classification based on ANI only,GCF_030532965.1; s__Corynebacterium sp030532965; 95.0; 87.08; 0.56,,,,
MEGAHIT-MaxBin2Refined-RM_137.001.fa.gz,RM_137,RMCA,Equus burchellii,male,M3C,<1972,Rwanda,,,MEGAHIT-MaxBin2Refined-RM_137.001.fa.gz,bacteria_odb10,90.4,82.3,8.1,4.8,4.8,124,MEGAHIT-MaxBin2Refined-RM_137.001.fa.gz,132,132,63,44,23,5,1779769,1779769,1631059,1493025,1129253,451374,132,122598,1779769,45.59,38680,20275,16,32,0.0,1 + 0 part,,0.027,0.11475,0.1341287878787879,0.136,0.15525,0.248,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_137.001.fa.gz,o__Lactobacillales (UID355),490,333,183,11,296,25,1,0,0,98.09,4.14,3.57,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,83.73,11.0,0.86558,Genome has more than 11.7% of markers with multiple hits
MEGAHIT-MaxBin2Refined-RM_137.004.fa.gz,RM_137,RMCA,Equus burchellii,male,M3C,<1972,Rwanda,,,MEGAHIT-MaxBin2Refined-RM_137.004.fa.gz,bacteria_odb10,96.8,94.4,2.4,2.4,0.8,124,MEGAHIT-MaxBin2Refined-RM_137.004.fa.gz,373,373,214,111,23,2,3299542,3299542,2846711,2111804,805036,128862,373,77142,3299542,72.62,13642,7637,73,153,0.0,1 + 0 part,,0.0,0.125,0.1492278820375335,0.146,0.167,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_137.004.fa.gz,f__Actinomycetaceae (UID1531),42,420,211,6,404,10,0,0,0,99.51,2.09,0.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__,,,,,,,,,,,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_023369555.1; s__Actinomyces sp023369555; 95.0; 82.27; 0.17,91.02,11.0,0.97191,
MEGAHIT-MaxBin2Refined-RM_137.011.fa.gz,RM_137,RMCA,Equus burchellii,male,M3C,<1972,Rwanda,,,MEGAHIT-MaxBin2Refined-RM_137.011.fa.gz,bacteria_odb10,77.4,71.8,5.6,12.9,9.7,124,MEGAHIT-MaxBin2Refined-RM_137.011.fa.gz,956,956,116,17,0,0,2713842,2713842,909836,241650,0,0,956,24876,2713842,56.33,3558,2031,224,480,0.0,0 + 0 part,,0.0,0.09,0.1656569037656903,0.139,0.191,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_137.011.fa.gz,f__Actinomycetaceae (UID1531),42,420,211,44,346,27,3,0,0,88.04,6.67,22.22,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__,,,,,,GCA_030524055.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp030524055,88.11,0.372,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,,69.2,11.0,0.99611,
MEGAHIT-MaxBin2Refined-RM_137.012.fa.gz,RM_137,RMCA,Equus burchellii,male,M3C,<1972,Rwanda,,,MEGAHIT-MaxBin2Refined-RM_137.012.fa.gz,bacteria_odb10,71.8,71.8,0.0,15.3,12.9,124,MEGAHIT-MaxBin2Refined-RM_137.012.fa.gz,714,714,54,6,0,0,1804348,1804348,389987,78367,0,0,714,19306,1804348,57.37,2974,1805,190,385,0.0,0 + 0 part,,0.0,0.071,0.1491862745098039,0.1185,0.172,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_137.012.fa.gz,o__Burkholderiales (UID4000),193,427,214,84,322,21,0,0,0,80.09,4.92,66.67,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Brachymonas;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Brachymonas;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,72.25,11.0,0.98011,
MEGAHIT-MaxBin2Refined-RM_137.029.fa.gz,RM_137,RMCA,Equus burchellii,male,M3C,<1972,Rwanda,,,MEGAHIT-MaxBin2Refined-RM_137.029.fa.gz,bacteria_odb10,83.9,83.1,0.8,7.3,8.8,124,MEGAHIT-MaxBin2Refined-RM_137.029.fa.gz,737,737,88,12,0,0,2175645,2175645,661741,156613,0,0,737,24846,2175645,44.46,3703,2196,187,378,0.0,0 + 0 part,,0.0,0.101,0.3844341926729986,0.233,0.648,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_137.029.fa.gz,o__Clostridiales (UID1226),155,277,157,29,243,5,0,0,0,87.88,2.23,40.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,80.58,11.0,0.89329,
MEGAHIT-MaxBin2Refined-RM_137.031_sub.fa.gz,RM_137,RMCA,Equus burchellii,male,M3C,<1972,Rwanda,,,MEGAHIT-MaxBin2Refined-RM_137.031_sub.fa.gz,bacteria_odb10,60.5,57.3,3.2,15.3,24.2,124,MEGAHIT-MaxBin2Refined-RM_137.031_sub.fa.gz,939,939,82,6,0,0,2278664,2278664,555837,81148,0,0,939,16055,2278664,44.41,2923,1706,240,500,0.0,0 + 0 part,,0.0,0.12,0.4214036208732694,0.273,0.7865,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_137.031_sub.fa.gz,o__Clostridiales (UID1226),155,277,157,50,208,19,0,0,0,87.88,7.93,15.79,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CALALP01;s__,,,,,,,,,,,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CALALP01;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,62.72,11.0,0.92788,Genome has more than 10.0% of markers with multiple hits
MEGAHIT-MaxBin2Refined-RM_137.032.fa.gz,RM_137,RMCA,Equus burchellii,male,M3C,<1972,Rwanda,,,MEGAHIT-MaxBin2Refined-RM_137.032.fa.gz,bacteria_odb10,53.2,52.4,0.8,17.7,29.1,124,MEGAHIT-MaxBin2Refined-RM_137.032.fa.gz,661,661,13,1,0,0,1217439,1217439,81045,12326,0,0,661,12326,1217439,39.62,1930,1339,207,398,0.0,0 + 0 part,,0.0,0.108,0.4168305597579425,0.274,0.735,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_137.032.fa.gz,o__Clostridiales (UID1226),155,277,157,101,171,5,0,0,0,62.94,1.83,20.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Johnsonella;s__,,,,,,,,,,,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Johnsonella;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,55.55,11.0,0.94944,
